Id,SalePrice
1461,121676.00000000007
1462,149307.69230769243
1463,179327.5000000001
1464,216025.50000000003
1465,199812.49999999983
1466,179327.5000000001
1467,179327.5000000001
1468,179327.5000000001
1469,175473.61904761894
1470,138437.5
1471,205000.0
1472,95549.99999999997
1473,95549.99999999997
1474,142694.44444444435
1475,142694.44444444435
1476,290531.74999999994
1477,263433.3333333333
1478,290531.74999999994
1479,290531.74999999994
1480,386272.22222222236
1481,386272.22222222236
1482,209241.78571428577
1483,175473.61904761894
1484,183404.71428571423
1485,175473.61904761894
1486,216025.50000000003
1487,295018.66666666645
1488,147000.0
1489,258356.16666666666
1490,312250.0
1491,226250.0
1492,147106.00000000012
1493,147500.0
1494,342775.0
1495,258845.9999999999
1496,209500.0
1497,182300.00000000006
1498,157168.07692307688
1499,157168.07692307688
1500,157168.07692307688
1501,182300.00000000006
1502,157168.07692307688
1503,310552.8333333333
1504,224011.14285714287
1505,312250.0
1506,186880.3571428571
1507,257630.00000000006
1508,186880.3571428571
1509,186880.3571428571
1510,161843.10344827586
1511,145232.60869565216
1512,161843.10344827586
1513,118000.0
1514,135237.5
1515,161755.55555555556
1516,161755.55555555556
1517,133256.25000000012
1518,133256.25000000012
1519,165133.33333333334
1520,145232.60869565216
1521,145232.60869565216
1522,161755.55555555556
1523,138862.49999999997
1524,105000.0
1525,121676.00000000007
1526,121676.00000000007
1527,116493.75000000003
1528,105000.0
1529,145232.60869565216
1530,145633.33333333334
1531,109500.0
1532,114750.0
1533,114750.0
1534,106681.66666666667
1535,128333.33333333333
1536,112311.83333333333
1537,106681.66666666667
1538,158439.99999999988
1539,158439.99999999988
1540,130271.42857142857
1541,158439.99999999988
1542,144516.66666666666
1543,201666.66666666666
1544,78800.0
1545,121900.0
1546,121900.0
1547,144516.66666666666
1548,147537.5
1549,65160.0
1550,144516.66666666666
1551,110025.0
1552,130271.42857142857
1553,158439.99999999988
1554,110752.0
1555,261437.5
1556,193200.0
1557,130827.77777777787
1558,130827.77777777787
1559,148271.42857142858
1560,167811.33333333334
1561,103500.0
1562,131716.66666666666
1563,131716.66666666666
1564,190000.0
1565,163180.0
1566,261437.5
1567,131716.66666666666
1568,261437.5
1569,98414.28571428571
1570,110000.0
1571,110700.0
1572,110700.0
1573,181000.0
1574,123200.0
1575,174760.0
1576,176433.33333333346
1577,188747.26086956513
1578,176433.33333333346
1579,142508.33333333323
1580,195858.33333333337
1581,142508.33333333323
1582,127843.33333333334
1583,279513.0000000002
