Id,SalePrice
1461,130762.51105260481
1462,158079.59034770075
1463,176987.5577922078
1464,182394.00918109668
1465,202440.97222222222
1466,191581.61616161617
1467,179449.4531746032
1468,175244.5958097458
1469,179408.89365079367
1470,128754.58115842492
1471,163606.3044713907
1472,102332.63888888889
1473,106168.05555555556
1474,145522.56944444447
1475,136710.06944444447
1476,410603.9095959596
1477,302561.89285714284
1478,315328.9375
1479,342310.1837121212
1480,444755.90138888883
1481,360761.12121212116
1482,223480.85813492065
1483,182502.95567626818
1484,182298.4583333333
1485,180437.02149470898
1486,212232.38964045214
1487,336690.62103174604
1488,213370.03090277777
1489,231060.5439814815
1490,231078.47083333335
1491,181875.81944444447
1492,118935.90277777777
1493,139482.7205882353
1494,313533.9265873016
1495,296976.64682539686
1496,214039.9212962963
1497,186644.02083333334
1498,159969.93253968254
1499,160465.07142857142
1500,166040.07142857142
1501,172519.65046296298
1502,169378.4513888889
1503,266497.91111111117
1504,251519.2392361111
1505,249079.23009259262
1506,183138.9236111111
1507,239352.08333333334
1508,179987.36111111112
1509,171262.6388888889
1510,142946.17734866275
1511,144574.8785317389
1512,160292.4621861114
1513,137302.92855292856
1514,148267.82303344802
1515,234139.23611111112
1516,146164.2670755171
1517,178527.14200191572
1518,133034.81541606542
1519,155111.95623373045
1520,143756.00088161128
1521,137452.15266732554
1522,160540.02765752765
1523,127284.34600822654
1524,128744.25033300032
1525,131895.62898267686
1526,133378.98583376003
1527,126059.98779923782
1528,133179.59554334555
1529,140683.25485449025
1530,163873.81613756617
1531,118420.3125
1532,108206.28787878789
1533,133857.71426767678
1534,111455.02260101012
1535,137299.03649591148
1536,113911.68440170938
1537,106036.34482323233
1538,143358.03947210198
1539,185669.78914141413
1540,161271.25694444447
1541,148799.0111111111
1542,149663.8888888889
1543,191380.38194444444
1544,104798.33333333333
1545,124795.13888888889
1546,111359.02777777777
1547,145865.4513888889
1548,140225.34722222222
1549,101276.38888888889
1550,134693.22916666666
1551,112024.06527777779
1552,228379.09291125543
1553,128436.4417989418
1554,142732.07954545456
1555,217236.1111111111
1556,210465.97222222222
1557,131908.7083333333
1558,142160.44444444444
1559,140429.98611111112
1560,140397.93055555553
1561,112173.69281045752
1562,131160.49836601305
