Id,SalePrice
1461,115201.6
1462,141114.2857142857
1463,178833.33333333334
1464,244000.0
1465,188000.0
1466,185940.0
1467,170985.7142857143
1468,170985.7142857143
1469,171495.0
1470,138437.5
1471,205000.0
1472,90066.66666666667
1473,90066.66666666667
1474,146964.2857142857
1475,127750.0
1476,281048.8333333333
1477,263433.3333333333
1478,281048.8333333333
1479,281048.8333333333
1480,426637.0
1481,426637.0
1482,198745.0
1483,175000.0
1484,177267.2
1485,167456.7142857143
1486,219618.33333333334
1487,312033.6
1488,147000.0
1489,258356.16666666666
1490,312250.0
1491,213750.0
1492,148072.5
1493,147500.0
1494,328687.5
1495,256000.0
1496,209500.0
1497,196000.0
1498,152200.0
1499,152200.0
1500,152200.0
1501,176633.33333333334
1502,168450.0
1503,310552.8333333333
1504,224011.14285714287
1505,312250.0
1506,189966.66666666666
1507,299800.0
1508,176133.33333333334
1509,176133.33333333334
1510,158865.0
1511,140750.0
1512,154875.0
1513,118000.0
1514,135237.5
1515,154257.14285714287
1516,188000.0
1517,125750.0
1518,140762.5
1519,165133.33333333334
1520,147500.0
1521,140200.0
1522,154257.14285714287
1523,131242.85714285713
1524,105000.0
1525,132466.66666666666
1526,132466.66666666666
1527,119491.66666666667
1528,105000.0
1529,128000.0
1530,145633.33333333334
1531,109500.0
1532,114750.0
1533,114750.0
1534,106356.0
1535,128333.33333333333
1536,112311.83333333333
1537,106356.0
1538,158350.0
1539,158350.0
1540,130271.42857142857
1541,163000.0
1542,144516.66666666666
1543,201666.66666666666
1544,78800.0
1545,121900.0
1546,121900.0
1547,144516.66666666666
1548,147537.5
1549,65160.0
1550,144516.66666666666
1551,110025.0
1552,130271.42857142857
1553,158350.0
1554,110752.0
1555,246500.0
1556,193200.0
1557,108500.0
1558,108500.0
1559,148271.42857142858
1560,167811.33333333334
1561,103500.0
1562,128500.0
1563,136466.66666666666
1564,190000.0
1565,163180.0
1566,246500.0
1567,108000.0
1568,246500.0
1569,98414.28571428571
1570,110000.0
1571,110700.0
1572,110700.0
1573,181000.0
1574,123200.0
1575,174760.0
1576,188957.14285714287
1577,180157.14285714287
1578,174475.0
1579,152000.0
1580,185257.14285714287
1581,143828.57142857142
1582,128133.33333333333
