Id,SalePrice
1461,114500.0
1462,149300.0
1463,181000.0
1464,244000.0
1465,170000.0
1466,186500.0
1467,172400.0
1468,168500.0
1469,173000.0
1470,143250.0
1471,205000.0
1472,85400.0
1473,85400.0
1474,148500.0
1475,127500.0
1476,280000.0
1477,250000.0
1478,253293.0
1479,253293.0
1480,415298.0
1481,465000.0
1482,202500.0
1483,174000.0
1484,167240.0
1485,184100.0
1486,219618.33333333334
1487,290000.0
1488,147000.0
1489,263435.0
1490,339750.0
1491,233000.0
1492,144000.0
1493,158000.0
1494,336000.0
1495,258000.0
1496,197000.0
1497,196000.0
1498,148800.0
1499,148800.0
1500,148800.0
1501,172500.0
1502,165000.0
1503,287090.0
1504,239000.0
1505,339750.0
1506,185000.0
1507,299800.0
1508,170000.0
1509,170000.0
1510,158865.0
1511,138500.0
1512,154875.0
1513,118000.0
1514,136000.0
1515,137000.0
1516,176000.0
1517,119000.0
1518,142000.0
1519,133000.0
1520,154000.0
1521,140000.0
1522,143000.0
1523,124675.0
1524,105000.0
1525,128900.0
1526,132000.0
1527,123000.0
1528,105000.0
1529,128000.0
1530,158000.0
1531,107500.0
1532,119000.0
1533,119000.0
1534,105900.0
1535,143000.0
1536,115000.0
1537,100000.0
1538,159500.0
1539,159500.0
1540,122000.0
1541,163000.0
1542,132500.0
1543,207000.0
1544,88000.0
1545,134900.0
1546,134900.0
1547,132500.0
1548,141500.0
1549,79500.0
1550,140200.0
1551,85000.0
1552,131500.0
1553,159500.0
1554,107000.0
1555,235000.0
1556,192000.0
1557,102000.0
1558,102000.0
1559,135900.0
1560,175000.0
1561,94000.0
1562,122000.0
1563,142000.0
1564,190000.0
1565,158900.0
1566,235000.0
1567,108000.0
1568,240000.0
1569,61000.0
1570,110000.0
1571,108000.0
1572,115000.0
1573,176000.0
1574,127500.0
1575,184900.0
1576,187000.0
1577,178000.0
1578,171000.0
1579,152000.0
1580,195000.0
1581,143828.57142857142
1582,127000.0
1583,297000.0
1584,206133.33333333334
1585,143828.57142857142
